VO0001,230,8992696428300,29
VO0001,230,8997214270034,18
VO0001,231,8997214270041,9
VO0001,231,8992696428300,29
VO0001,232,92551,20
VO0001,233,8993500212078,14
VO0001,233,92551,16
VO0001,234,4800361000239,12
VO0001,234,92551,8
VO0001,235,8992814881420,21
VO0001,235,8992814883684,11
VO0001,235,8992814883110,2
VO0001,235,28945,34
VO0001,235,84370,11
VO0001,235,84367,31
VO0001,237,8992770061010,20
VO0001,237,8992770060808,3
VO0001,237,6558,38
VO0001,237,8995899110720,9
VO0001,238,8995102702117,18
VO0001,238,8995102702513,47
VO0001,238,8995102702025,29
VO0001,238,8995102702612,16
VO0001,239,8992736245676,62
VO0001,239,8995102702513,1
VO0001,239,8995102702643,19
VO0001,239,8995102702049,13
VO0001,240,4923125560746,11
VO0001,240,8995102702513,1
VO0001,240,8995102704111,25
VO0001,241,28945,15
VO0001,241,8992814883660,8
VO0001,241,8992814883677,9
VO0001,241,8992814883332,9
VO0001,241,8992814883691,1
VO0001,241,8992814881031,6
VO0001,242,8992736245676,117
VO0001,242,8992736945132,38
VO0001,242,8992736980133,22
VO0001,242,8992736980157,20
VO0001,242,8992736980164,24
VO0001,242,8992736980164,5
VO0001,242,8992736980164,1
VO0001,242,8992736290409,25
VO0001,242,8992736010168,14
VO0001,243,8992736210681,36
VO0001,243,8992736925134,34
VO0001,244,8992736925158,24
VO0001,244,8992736925165,33
VO0001,236,7499221119111,5
VO0001,236,55680,5
VO0001,236,7499221119111,1
VO0001,245,8992736225401,23
VO0001,245,8992736980133,1
VO0001,245,8992736025162,16
VO0001,246,8992736990163,9
VO0001,246,8992736901138,15
VO0001,247,749921020635,4
VO0001,247,8991188943536,25
VO0001,247,8992736225494,66
VO0001,248,8995899250334,46
VO0001,248,8995899250327,24
VO0001,248,8995899250310,40
VO0001,248,8995899250341,27
VO0001,249,8991003679015,15
VO0001,249,8991003679039,20
VO0001,249,8995899250235,53
VO0001,249,8995899250211,58
VO0001,249,8995899250440,40
VO0001,250,8992804151212,32
VO0001,250,8992804151205,16
VO0001,250,8995102703060,26
VO0001,250,649626012044,14
VO0001,251,8992804151212,1
VO0001,251,8992814882038,11
VO0001,251,8992814882038,11
VO0001,251,8992814882069,20
VO0001,251,8992804151205,1
VO0001,251,8992814882076,10
VO0001,251,8992814882113,28
VO0001,251,8992814882021,7
VO0001,252,089686440089,30
VO0001,252,089686440133,46
VO0001,252,089686440584,22
VO0001,253,089686440287,13
VO0001,253,089686440386,32
VO0001,253,089686440584,7
VO0001,253,089686440430,29
VO0001,254,8991818110314,8
VO0001,254,8991818110116,11
VO0001,254,8991818110093,11
VO0001,254,8991818110093,6
VO0001,254,8991818110086,11
VO0001,254,8991818110079,13
VO0001,254,8991818110031,9
VO0001,254,8993007001700,8
VO0001,254,8997878700298,1
VO0001,254,8997021220161,1
VO0001,254,8992736925134,1
VO0001,254,8992933324112,3
VO0001,254,8992933241112,1
VO0001,254,8991001302267,1
VO0001,254,8992705022024,1
VO0001,254,050000429448,1
VO0001,254,8992802092029,1
VO0001,255,8992786200038,5
VO0001,255,8992786200090,5
VO0001,255,8992717102509,24
VO0001,255,8992717880186,12
VO0001,255,8999999559472,6
VO0001,255,8999999559489,14
VO0001,256,8991003013055,14
VO0001,256,8991003013079,12
VO0001,256,649626012044,13
VO0001,256,8991003013086,12
VO0001,256,8991003012065,11
VO0001,256,649626012051,15
VO0001,256,8991003013086,1
VO0001,256,649626011023,9
VO0001,256,649626011016,20
VO0001,256,649626011030,20
VO0001,257,8992770084026,19
VO0001,257,8992770154019,2
VO0001,257,8992770084033,30
VO0001,258,732067,34
VO0001,258,8992770084088,20
VO0001,258,8992770074010,17
VO0001,258,8992770054012,10
VO0001,258,8992770074010,10
VO0001,258,8992770154019,10
VO0001,259,8992736424293,12
VO0001,259,8992736624310,24
VO0001,259,8992736240459,2
VO0001,259,8992736233482,26
VO0001,259,8992736225463,18
VO0001,259,8992736940175,4
VO0001,259,8992736240459,32
VO0001,260,8992735210101,6
VO0001,260,8992735210088,24
VO0001,260,8992736228631,41
VO0001,260,8992736270531,54
VO0001,260,8992736236612,37
VO0001,261,8992735210132,19
VO0001,261,8992735210026,37
VO0001,261,8992735210088,13
VO0001,261,8992735210118,10
VO0001,261,8992735210064,14
VO0001,261,8992735210149,33
VO0001,261,8992735210101,20
VO0001,262,8998008153021,9
VO0001,262,8991045125655,19
VO0001,262,8997216390020,13
VO0001,262,8991045124559,24
VO0001,263,089686380262,21
VO0001,264,8999999192150,13
VO0001,264,8999999192150,19
VO0001,264,8999999516208,12
VO0001,264,8999999516208,6
VO0001,265,8999999516215,13
VO0001,265,8999999516208,21
VO0001,266,089686385816,15
VO0001,267,8992770033208,1
VO0001,267,089686386462,25
VO0001,267,089686386165,17
VO0001,267,089686386462,19
VO0001,267,089686386011,50
VO0001,267,089686386165,1
VO0001,268,089686386462,1
VO0001,268,089686386417,29
VO0001,268,089686386066,75
VO0001,268,089686386165,42
VO0001,268,8992770033192,1
VO0001,269,089686386066,1
VO0001,269,089686385519,3
VO0001,269,089686385564,11
VO0001,269,8997212780016,33
VO0001,270,8998008153014,13
VO0001,270,8993111112507,16
VO0001,270,8993111115003,6
VO0001,270,8993226125003,9
VO0001,270,8993226112508,45
VO0001,271,735271,2
VO0001,271,735269,1
VO0001,271,735265,15
VO0001,271,735274,5
VO0001,271,735275,7
VO0001,271,735276,3
VO0001,271,735268,8
VO0001,271,735270,1
VO0001,271,735267,7
VO0001,271,735266,4
VO0001,271,4923125560500,4
VO0001,272,8991045242505,9
VO0001,272,8995888810433,2
VO0001,272,4923125560517,3
VO0001,272,8995888810426,8
VO0001,272,4923125560524,3
VO0001,272,8995888810419,8
VO0001,274,69147,67
VO0001,274,69145,34
VO0001,274,69146,11
VO0001,274,69299,54
VO0001,274,70357,1
VO0001,274,69148,68
VO0001,275,8998008151072,15
VO0001,275,8992770011060,5
VO0001,275,8991188943024,22
VO0001,275,943055,20
VO0001,275,8991188943017,17
VO0001,275,8991188943017,17
VO0001,276,8998008151065,4
VO0001,276,8992770011084,9
VO0001,276,8992770011091,1
VO0001,276,8991188943062,20
VO0001,277,8992770011114,7
VO0001,277,8991188943079,3
VO0001,277,69148,1
VO0001,277,8998008151058,19
VO0001,278,151034,15
VO0001,278,8998008151027,5
VO0001,278,8993226365522,67
VO0001,279,4923125560692,4
VO0001,279,810686,4
VO0001,279,8995888810662,8
VO0001,279,810648,7
VO0001,279,679398,15
VO0001,279,735273,3
VO0001,279,735272,2
VO0001,279,560470,8
VO0001,279,560487,9
VO0001,280,4923125560807,5
VO0001,280,4923125560760,3
VO0001,280,810840,9
VO0001,280,560784,8
VO0001,280,560814,3
VO0001,280,810877,7
VO0001,280,810839,7
VO0001,280,560777,6
VO0001,280,234139,6
VO0001,280,810792,1
VO0001,280,560890,7
VO0001,280,560487,1
VO0001,281,8995102703442,19
VO0001,281,080068,2
VO0001,281,560906,9
VO0001,282,8991003014014,12
VO0001,282,8991003011068,9
VO0001,282,8991003015035,8
VO0001,282,8991003014038,10
VO0001,282,8991003011051,3
VO0001,282,8991003015066,11
VO0001,282,8991003011044,4
VO0001,280,8991003011068,1
VO0001,282,8991003011044,1
VO0001,282,8991003015028,5
VO0001,282,8991003015028,1
VO0001,282,8991003015011,1
VO0001,283,8887333050023,21
VO0001,283,649626013010,4
VO0001,283,649626013027,3
VO0001,283,649626013034,2
VO0001,283,649626013041,1
VO0001,283,8991003012027,3
VO0001,283,711844120396,17
VO0001,284,8888140202056,8
VO0001,284,6901009000289,8
VO0001,284,6901009052028,10
VO0001,284,6901009052028,5
VO0001,284,024000163022,10
VO0001,284,8888140202124,4
VO0001,284,8887333090029,7
VO0001,284,024000010920,2
VO0001,284,6901009370009,11
VO0001,285,92225,18
VO0001,285,67274,15
VO0001,286,81614,25
VO0001,286,1528,3
VO0001,286,733748,2
VO0001,287,77951,3
VO0001,287,81722,12
VO0001,287,67273,3
VO0001,287,67273,5
VO0001,288,67836,35
VO0001,288,49273,19
VO0001,289,55413,10
VO0001,289,1385,18
VO0001,289,81735,14
VO0001,290,1580,28
VO0001,290,6059,35
VO0001,303,8999999195649,58
VO0001,304,85092,67
VO0001,305,81067,89
VO0001,304,81068,15
VO0001,308,8999999540333,8
VO0001,308,8999999504656,35
VO0001,308,8999999538132,2
VO0001,309,22,309
VO0001,309,8999999501990,22
VO0001,309,8999999031602,51
VO0001,309,8999999538118,23
VO0001,310,8999999195649,93
VO0001,310,8886007811533,8
VO0001,310,8886007821242,9
VO0001,311,8999999195649,83
VO0001,311,8886007811076,15
VO0001,312,8999999195656,28
VO0001,312,8886007811502,15
VO0001,313,8994286110015,17
VO0001,313,8994286120045,32
VO0001,313,8994286110343,36
VO0001,313,8999999195656,3
VO0001,313,8997005130288,36
VO0001,313,8992936661269,4
VO0001,312,8886007811489,4
VO0001,314,8992936661610,3
VO0001,314,8992797730135,13
VO0001,314,8992936661559,21
VO0001,314,8992936661870,5
VO0001,315,8994286130570,15
VO0001,315,8994286130587,16
VO0001,315,749921009791,6
VO0001,316,8992936661979,10
VO0001,316,8992797260106,6
VO0001,316,8992797110036,11
VO0001,316,8992797450118,12
VO0001,316,8992829910443,4
VO0001,317,8886007811113,13
VO0001,317,8886007811410,13
VO0001,317,8886007811045,5
VO0001,317,8886007811052,15
VO0001,317,8992936115069,4
VO0001,317,8992936115045,4
VO0001,317,8992936661450,7
VO0001,318,8992936115052,7
VO0001,318,8994286149107,12
VO0001,319,8992936214014,18
VO0001,319,8992936224006,17
VO0001,319,8886007821044,31
VO0001,319,8992936120902,27
VO0001,319,8886007811038,21
VO0001,319,8886007811083,24
VO0001,320,8990588685855,7
VO0001,320,811108858512,9
VO0001,320,8990588685886,18
VO0001,320,8997209491468,1
VO0001,321,8993514110940,17
VO0001,321,8993514110018,44
VO0001,321,8993514110032,29
VO0001,322,8992829822227,5
VO0001,322,8998667000179,5
VO0001,322,8998667000094,6
VO0001,322,8998667001145,1
VO0001,322,8998667000162,4
VO0001,322,8998667000575,15
VO0001,322,8998667000155,17
VO0001,323,749921010353,6
VO0001,323,8992772573054,35
VO0001,323,8993191785523,6
VO0001,323,8992727002981,1
VO0001,323,8993191785622,7
VO0001,323,8993191785424,3
VO0001,323,8993191789927,16
